,System,Night,Tmid,Tmid_err,Obs_start,Obs_end,Trans_start,Trans_end,Sunalt_start,Sunalt_mid,Sunalt_end,Airm_start,Airm_mid,Airm_end,Moon_dist,V_bary,GoodCond,GoodCond_before,GoodCond_after,GoodCond_2
1415,WASP-173 A b,2024-07-02,2460494.7979768016,0.0006554964359933622,2460494.729298513,2460494.8666551216,2460494.7501318464,2460494.845821788,-80.06,-57.63,-35.39,1.66,1.19,1.03,91.22,21.96,True,1.10545739158988,1.7914942726492882,True
1416,WASP-173 A b,2024-07-20,2460512.823303092,0.0006588399369346094,2460512.7546236143,2460512.8919826085,2460512.7754569477,2460512.871149275,-71.68,-49.26,-26.99,1.16,1.02,1.05,46.66,16.76,True,2.8928071707487106,1.151806142181158,True
1417,WASP-173 A b,2024-07-27,2460519.7562096072,0.0006601263591161923,2460519.68752961,2460519.824889641,2460519.7083629435,2460519.8040563073,-82.63,-70.67,-48.35,1.41,1.1,1.02,63.58,14.5,True,1.7412639185786247,2.7229547537863255,True
1418,WASP-173 A b,2024-08-03,2460526.6891732966,0.0006614130347218749,2460526.620492725,2460526.7578539,2460526.6413260587,2460526.7370205666,-62.02,-81.46,-69.36,1.95,1.28,1.06,141.82,12.0,True,0.5910915434360504,4.277430575340986,True
1419,WASP-173 A b,2024-08-14,2460537.7820452475,0.0006634722391328819,2460537.7133636004,2460537.850726935,2460537.734196934,2460537.8298936016,-78.2,-60.02,-37.8,1.09,1.02,1.1,75.22,7.29,True,3.5408270359039307,1.9335006438195705,True
1420,WASP-173 A b,2024-08-21,2460544.715176247,0.0006647595667607951,2460544.6464939527,2460544.783858581,2460544.667327286,2460544.7630252475,-67.97,-75.68,-58.05,1.25,1.05,1.02,36.92,4.47,True,2.3946683518588543,3.4480191618204117,True
1421,WASP-173 A b,2024-08-28,2460551.6483758185,0.0006660471425507357,2460551.579692855,2460551.717058818,2460551.6005261885,2460551.6962254844,-46.92,-67.19,-72.99,1.59,1.16,1.02,118.97,1.56,True,1.2501548565924168,4.949264567345381,True
1422,WASP-173 A b,2024-09-01,2460555.8083292013,0.0006668198065444667,2460555.7396457386,2460555.8770127003,2460555.760479072,2460555.856179367,-67.34,-47.85,-25.74,1.02,1.11,1.45,152.74,-0.63,True,5.351145699620247,1.0475477948784828,True
1423,WASP-173 A b,2024-09-08,2460562.7416414204,0.0006681077764103632,2460562.6729572816,2460562.8103255997,2460562.693790615,2460562.7894922663,-69.02,-64.48,-45.43,1.04,1.03,1.18,101.61,-3.59,True,4.209335591644049,2.5313606187701225,True
1424,WASP-173 A b,2024-09-15,2460569.675023801,0.0006693959907259679,2460569.6063389974,2460569.7437086455,2460569.627172331,2460569.722875312,-52.63,-66.87,-61.53,1.14,1.02,1.06,28.64,-6.49,True,3.0692096203565598,3.861117035150528,True
1425,WASP-173 A b,2024-09-22,2460576.6084746956,0.000670684448082703,2460576.5397892436,2460576.6771601858,2460576.560622577,2460576.6563268523,-31.74,-51.89,-64.53,1.36,1.08,1.02,92.09,-9.31,True,1.556052289903164,4.999567206948996,True
1426,WASP-173 A b,2024-09-26,2460580.7685773764,0.0006714576385744674,2460580.699891451,2460580.8372633345,2460580.7207247843,2460580.816430001,-63.21,-51.81,-32.18,1.04,1.21,1.74,138.25,-11.38,True,5.370157767087221,0.8949700109660625,True
1427,WASP-147 b,2022-08-24,2459816.7199505805,0.019133215124489664,2459816.6075704913,2459816.8323307848,2459816.6284038248,2459816.8114974513,-56.16,-74.13,-42.07,1.65,1.04,1.08,136.5,8.53,True,1.0616526268422604,2.249722894281149,True
1428,WASP-147 b,2022-09-16,2459839.733364536,0.019267905335038367,2459839.620980355,2459839.8457488352,2459839.6418136884,2459839.8249155018,-56.49,-63.43,-32.32,1.13,1.01,1.45,87.92,-2.41,True,2.8906887397170067,1.486638855189085,True
1429,WASP-147 b,2023-08-18,2460175.7330883625,0.021234830467889303,2460175.620709301,2460175.845467538,2460175.6415426345,2460175.8246342046,-60.87,-73.41,-38.97,1.7,1.05,1.07,161.37,11.27,True,0.9679309688508511,2.0194241032004356,False
1430,WASP-147 b,2023-09-10,2460198.7462800117,0.021369578844703512,2460198.6338969483,2460198.858663193,2460198.654730282,2460198.8378298595,-61.06,-63.0,-29.77,1.15,1.01,1.42,135.2,0.57,True,2.791633900254965,1.3497811295092106,True
1431,WASP-147 b,2024-08-11,2460534.7462757197,0.023337236361660307,2460534.6338976347,2460534.858653916,2460534.654730968,2460534.8378205826,-65.57,-71.46,-35.66,1.76,1.06,1.06,120.8,13.88,True,0.8753978982567787,1.778025470674038,False
1432,WASP-147 b,2024-09-03,2460557.7592511917,0.023472027948176953,2460557.646869236,2460557.871633266,2460557.6677025696,2460557.8507999326,-65.55,-61.8,-27.04,1.16,1.01,1.39,160.51,3.53,True,2.693915717303753,1.1441359743475914,True
1433,WASP-164 b,2021-10-06,2459494.566548664,0.003614737146736952,2459494.5123022753,2459494.620795067,2459494.533135609,2459494.5999617334,-21.54,-37.84,-51.67,1.37,1.26,1.23,107.97,-16.92,True,0.7896025590598583,5.01734459772706,True
1434,WASP-164 b,2021-10-13,2459501.675467465,0.0036259200432441968,2459501.6212208383,2459501.7297141044,2459501.6420541718,2459501.708880771,-49.87,-56.83,-53.74,1.24,1.33,1.54,44.87,-18.24,True,3.337344489991665,1.94457483664155,True
1435,WASP-164 b,2021-10-29,2459517.670613102,0.0036510819437531113,2459517.6163661764,2459517.7248600377,2459517.63719951,2459517.704026704,-44.55,-51.13,-48.97,1.3,1.46,1.79,136.48,-19.88,True,3.0343306437134743,1.0125859044492245,True
1436,WASP-164 b,2022-06-08,2459739.8098086566,0.004000602374643099,2459739.755568347,2459739.8640489765,2459739.7764016804,2459739.843215643,-70.32,-52.61,-35.09,1.83,1.49,1.31,116.47,16.69,True,0.9299232289195061,1.7703401148319244,True
1437,WASP-164 b,2022-06-24,2459755.803141179,0.004025771061548334,2459755.748900254,2459755.857382118,2459755.7697335873,2459755.8365487843,-73.34,-55.62,-38.08,1.57,1.35,1.25,94.18,13.28,True,1.8183755166828632,1.9983170069754124,True
1438,WASP-164 b,2022-07-10,2459771.7966806027,0.004050940137795177,2459771.742438885,2459771.850922335,2459771.7632722184,2459771.8300890015,-75.85,-58.13,-40.48,1.41,1.27,1.23,70.23,8.9,True,2.711789198219776,2.1672902181744576,True
1439,WASP-164 b,2022-07-19,2459780.6820858708,0.0040649231235043055,2459780.627843683,2459780.7363280696,2459780.6486770166,2459780.715494736,-65.45,-82.58,-77.57,1.99,1.57,1.35,73.03,6.31,True,0.5512780286371708,4.893874168395996,True
1440,WASP-164 b,2022-07-26,2459787.7904688516,0.004076109596171329,2459787.7362262304,2459787.8447114886,2459787.757059564,2459787.823878155,-77.03,-59.69,-41.95,1.3,1.24,1.25,130.1,3.9,True,3.6111720241606236,2.2569282464683056,True
1441,WASP-164 b,2022-08-04,2459796.6760246656,0.004090092791123448,2459796.621781534,2459796.730267811,2459796.6426148675,2459796.7094344776,-62.43,-78.68,-77.39,1.67,1.4,1.27,94.99,1.09,True,1.4542729742825031,4.935119904577732,True
1442,WASP-164 b,2022-08-11,2459803.7845318513,0.004101279429641438,2459803.7302882685,2459803.8387754504,2459803.751121602,2459803.817942117,-75.85,-59.81,-42.22,1.25,1.24,1.31,43.74,-1.42,True,4.517147462815046,2.260786984115839,True
1443,WASP-164 b,2022-08-20,2459812.6702438183,0.004115262830002478,2459812.615999728,2459812.7244879236,2459812.6368330615,2459812.70365459,-59.19,-74.12,-74.62,1.46,1.3,1.23,114.14,-4.22,True,2.3639961630105972,4.893478933721781,True
1444,WASP-164 b,2022-08-27,2459819.7788752345,0.004126449631341693,2459819.7246307004,2459819.833119784,2459819.745464034,2459819.8122864505,-72.3,-58.27,-41.19,1.23,1.28,1.42,129.13,-6.67,True,5.429852362722158,2.186755534261465,True
1445,WASP-164 b,2022-09-05,2459828.664739263,0.004140433233370633,2459828.6104942556,2459828.718984286,2459828.631327589,2459828.6981509523,-55.53,-68.9,-69.96,1.33,1.24,1.24,50.93,-9.29,True,3.280351359397173,4.7081166207790375,True
1446,WASP-164 b,2022-09-12,2459835.7734868177,0.004151620194574643,2459835.7192414133,2459835.827732235,2459835.740074747,2459835.8068989017,-67.25,-55.28,-39.06,1.26,1.37,1.61,76.62,-11.48,True,5.929141502827406,1.639452986419201,True
1447,WASP-164 b,2022-09-14,2459837.550681118,0.004154416945854135,2459837.4964356716,2459837.6049265764,2459837.517269005,2459837.584093243,-18.69,-36.13,-52.52,1.76,1.45,1.29,93.28,-11.7,True,0.569996539503336,6.8557279743254185,True
1448,WASP-164 b,2022-09-21,2459844.6594863473,0.004165603994620708,2459844.605240539,2459844.7137321704,2459844.6260738727,2459844.692898837,-51.35,-63.19,-64.37,1.26,1.23,1.28,136.8,-13.71,True,3.1371761709451675,3.785680867731571,True
1449,WASP-164 b,2022-09-28,2459851.7683334616,0.004176791112804182,2459851.7140873247,2459851.822579609,2459851.734920658,2459851.8017462757,-61.55,-51.36,-36.23,1.33,1.52,1.9,88.49,-15.52,True,5.699856877326965,0.7146294750273228,True
1450,WASP-164 b,2022-10-07,2459860.654443133,0.004190775107304137,2459860.6001967,2459860.7086895807,2459860.6210300336,2459860.687856247,-46.69,-57.26,-58.53,1.23,1.26,1.38,54.47,-17.17,True,2.8922969587147236,2.8582164868712425,True
1451,WASP-164 b,2022-10-23,2459876.6495491564,0.00421594656512627,2459876.5953023215,2459876.7037960035,2459876.616135655,2459876.68296267,-41.74,-51.44,-52.97,1.24,1.34,1.54,112.28,-19.39,True,2.6074204221367836,1.9271758161485195,True
1452,WASP-164 b,2022-11-08,2459892.6447324073,0.004241118361941812,2459892.5904854396,2459892.6989793843,2459892.611318773,2459892.678146051,-36.83,-46.11,-48.17,1.3,1.47,1.79,96.72,-20.11,True,2.27678532153368,0.9942881427705288,True
1453,WASP-164 b,2023-06-18,2460114.7827738,0.004590758647543998,2460114.728533144,2460114.837014467,2460114.7493664776,2460114.8161811335,-79.71,-61.98,-44.36,1.84,1.49,1.31,126.88,14.77,True,0.9205118045210838,2.4657115638256073,True
1454,WASP-164 b,2023-07-04,2460130.776226093,0.004615934852226578,2460130.7219847087,2460130.830467491,2460130.742818042,2460130.8096341575,-82.43,-64.75,-47.07,1.58,1.35,1.25,43.81,10.74,True,1.811835888773203,2.660734724253416,True
1455,WASP-164 b,2023-07-20,2460146.769912321,0.004641111315191653,2460146.71567007,2460146.824154588,2460146.7365034036,2460146.8033212544,-83.58,-66.74,-49.01,1.41,1.27,1.23,132.23,5.95,True,2.708771087229252,2.7829534113407135,True
1456,WASP-164 b,2023-07-29,2460155.6554078027,0.004655098349122175,2460155.60116505,2460155.709650566,2460155.6219983837,2460155.6888172324,-56.13,-73.58,-83.22,1.99,1.57,1.35,58.67,3.19,True,0.5504242815077305,5.480122447013855,True
1457,WASP-164 b,2023-08-05,2460162.76386556,0.004666288032258617,2460162.709622364,2460162.818108772,2460162.7304556975,2460162.7972754384,-81.5,-67.3,-49.79,1.3,1.24,1.25,69.99,0.72,True,3.6121126748621464,2.8200731053948402,True
1458,WASP-164 b,2023-08-14,2460171.649515997,0.004680275205583535,2460171.595272286,2460171.703759722,2460171.6161056194,2460171.6829263885,-53.15,-69.99,-79.32,1.67,1.4,1.27,136.17,-2.12,True,1.4574844725430012,5.469712391495705,True
1459,WASP-164 b,2023-08-21,2460178.758099144,0.004691464999336561,2460178.7038549823,2460178.8123433217,2460178.7246883158,2460178.7915099883,-77.01,-65.96,-49.18,1.25,1.24,1.31,97.62,-4.61,True,4.522182036191225,2.7747417502105236,True
1460,WASP-164 b,2023-08-30,2460187.643904761,0.004705452309821023,2460187.58966011,2460187.6981494273,2460187.6104934434,2460187.677316094,-49.96,-65.82,-73.99,1.46,1.3,1.23,48.66,-7.32,True,2.3712787739932537,5.383906077593565,True
1461,WASP-164 b,2023-09-06,2460194.752608061,0.004716642212421883,2460194.6983629907,2460194.806853146,2460194.7191963242,2460194.7860198123,-71.39,-62.81,-47.22,1.23,1.28,1.42,114.11,-9.63,True,5.438860774040222,2.5496042110025883,True
1462,WASP-164 b,2023-09-15,2460203.6385568967,0.0047306296578785365,2460203.5843113903,2460203.6928024185,2460203.605144724,2460203.671969085,-46.39,-61.02,-68.0,1.33,1.24,1.24,117.32,-12.04,True,2.674422763288021,4.697047993540764,True
1463,WASP-164 b,2023-09-22,2460210.7473675143,0.004741819667595975,2460210.6931216484,2460210.8016133932,2460210.713954982,2460210.7807800598,-65.28,-58.46,-44.27,1.26,1.37,1.61,55.26,-14.03,True,5.241210747510195,1.6268717497587204,True
1464,WASP-164 b,2023-10-01,2460219.6334375176,0.00475580724588371,2460219.579191312,2460219.687683738,2460219.6000246457,2460219.6668504043,-42.35,-55.74,-61.79,1.26,1.23,1.29,91.05,-15.91,True,2.440942458808422,3.7714098058640957,True
1465,WASP-164 b,2023-10-08,2460226.7423330876,0.004766997361022975,2460226.688086608,2460226.796579577,2460226.7089199414,2460226.7757462435,-59.11,-53.62,-40.87,1.33,1.52,1.9,136.63,-17.41,True,4.994779240339994,0.6991968043148518,True
1466,WASP-164 b,2023-10-17,2460235.628492949,0.004780985070045711,2460235.5742462464,2460235.6827396653,2460235.59507958,2460235.661906332,-37.91,-50.23,-55.74,1.23,1.26,1.38,75.39,-18.66,True,2.173189513385296,2.8415810130536556,True
1467,WASP-164 b,2023-11-02,2460251.6236549714,0.00480616312665311,2460251.5694080284,2460251.677901926,2460251.590241362,2460251.6570685925,-33.26,-44.86,-50.24,1.24,1.34,1.54,129.77,-19.98,True,1.8599249348044395,1.9092002213001251,True
1468,WASP-164 b,2023-11-18,2460267.6188460453,0.004831341412071806,2460267.564599135,2460267.6730929646,2460267.5854324684,2460267.652259631,-28.72,-40.01,-45.68,1.3,1.47,1.8,43.67,-19.8,True,1.5076779574155807,0.9761287719011307,True
1469,WASP-164 b,2024-06-27,2460489.755805774,0.00518106165182388,2460489.7015647,2460489.81004686,2460489.7223980334,2460489.7892135265,-88.36,-71.25,-53.54,1.84,1.49,1.31,59.74,12.46,True,0.9127025865018368,3.1429928988218307,True
1470,WASP-164 b,2024-07-04,2460496.8640381135,0.00519225332201733,2460496.80979667,2460496.918279573,2460496.8306300035,2460496.8974462394,-53.82,-36.26,-19.04,1.28,1.23,1.27,125.35,10.41,True,3.968982730060816,0.5535587891936302,True
1471,WASP-164 b,2024-07-13,2460505.7493952815,0.005206242960139298,2460505.6951533873,2460505.80363719,2460505.7159867208,2460505.7828038563,-86.43,-73.59,-55.87,1.58,1.35,1.25,102.21,7.92,True,1.8073176182806492,3.2958853393793106,True
1472,WASP-164 b,2024-07-20,2460512.857737978,0.005217434710660019,2460512.8034956595,2460512.9119803123,2460512.824328993,2460512.891146979,-55.74,-38.05,-20.6,1.24,1.25,1.35,46.08,5.57,True,4.86624501273036,0.6718612499535084,True
1473,WASP-164 b,2024-07-29,2460521.743240922,0.0052314244484652555,2460521.6889981087,2460521.797483751,2460521.709831442,2460521.7766504176,-82.52,-74.52,-57.15,1.41,1.27,1.23,105.71,2.84,True,2.7080774568021297,3.366706307977438,True
1474,WASP-164 b,2024-08-05,2460528.851705139,0.005242616278157309,2460528.79746187,2460528.905948422,2460528.8182952036,2460528.8851150884,-56.44,-38.72,-21.06,1.24,1.31,1.48,131.3,0.32,True,5.769920591264963,0.7048742696642876,True
1475,WASP-164 b,2024-08-07,2460530.628829963,0.005245414241029969,2460530.5745866317,2460530.6830733055,2460530.595419965,2460530.662239972,-46.83,-64.37,-79.51,1.99,1.57,1.35,120.91,-0.01,True,0.5519756823778152,6.034398604184389,True
1476,WASP-164 b,2024-08-14,2460537.7373640724,0.0052566061142147605,2460537.683120292,2460537.791607869,2460537.7039536256,2460537.7707745354,-77.82,-73.21,-56.99,1.3,1.23,1.25,62.06,-2.51,True,3.6154963932931423,3.3523582331836224,True
1477,WASP-164 b,2024-08-21,2460544.845953576,0.005267798021944273,2460544.791709348,2460544.900197816,2460544.8125426816,2460544.8793644826,-55.6,-38.14,-20.41,1.28,1.41,1.69,64.6,-4.97,True,6.680346596986055,0.6558775193989277,True
1478,WASP-164 b,2024-08-23,2460546.6231094627,0.0052705960042484755,2460546.568865179,2460546.67735376,2460546.5896985126,2460546.6565204267,-43.87,-60.93,-74.49,1.67,1.4,1.27,82.41,-5.28,True,1.4631473533809185,5.976121723651886,True
1479,WASP-164 b,2024-08-30,2460553.7317666216,0.005281787954850138,2460553.677521903,2460553.7860113555,2460553.6983552366,2460553.765178022,-72.46,-69.72,-55.24,1.25,1.24,1.31,135.5,-7.69,True,4.529621589928865,3.2633753791451454,True
1480,WASP-164 b,2024-09-08,2460562.6176614095,0.005295777940963914,2460562.5634162277,2460562.671906606,2460562.584249561,2460562.6510732723,-40.69,-56.99,-68.89,1.46,1.3,1.23,82.6,-10.25,True,2.209151018410921,5.607600577175617,True
1481,WASP-164 b,2024-09-15,2460569.7264320864,0.005306969967881861,2460569.672186521,2460569.780677667,2460569.6930198544,2460569.7598443334,-66.59,-64.82,-52.19,1.23,1.28,1.43,46.08,-12.37,True,4.778783597052097,2.538382261991501,True
1482,WASP-164 b,2024-09-24,2460578.6124576563,0.005320960048713013,2460578.5582117094,2460578.6667036186,2460578.579045043,2460578.645870285,-37.17,-52.5,-62.91,1.33,1.24,1.24,125.58,-14.48,True,1.9842724688351154,4.683985747396946,True
1483,pi Men c,2021-11-28,2459547.745733035,0.08970802639675003,2459547.6633779793,2459547.828088098,2459547.684211313,2459547.8072547647,-43.02,-39.64,-22.76,1.83,1.78,1.86,95.96,-3.25,True,2.236479889601469,0.915736198425293,True
1484,pi Men c,2022-11-14,2459898.7479381417,0.11546623575747154,2459898.665582681,2459898.8302936098,2459898.6864160146,2459898.8094602763,-46.28,-41.62,-23.42,1.9,1.79,1.81,106.68,-4.72,True,1.3560963794589043,0.9543345384299755,True
1485,pi Men c,2023-10-31,2460249.7500790777,0.14122509833595445,2460249.667723296,2460249.832434867,2460249.6885566297,2460249.8116015336,-50.48,-44.74,-25.15,2.0,1.82,1.78,108.06,-5.89,True,0.4741748012602329,1.0768501125276089,False
1486,K2-285 b,2021-10-01,2459489.657765579,0.02314361994157353,2459489.5915134456,2459489.7240177575,2459489.612346779,2459489.703184424,-45.68,-59.61,-59.06,1.16,1.12,1.31,142.09,-9.74,True,2.732844550162554,2.0882401317358017,True
1487,K2-285 b,2021-10-08,2459496.601518531,0.02323559768975182,2459496.5352656874,2459496.66777142,2459496.556099021,2459496.6469380865,-28.33,-46.74,-58.18,1.28,1.12,1.17,118.44,-12.95,True,1.3226790837943554,2.9794393703341484,True
1488,K2-285 b,2022-07-16,2459777.8148324112,0.02696082409719703,2459777.748587801,2459777.8810770633,2459777.7694211346,2459777.86024373,-73.77,-52.15,-30.66,1.37,1.14,1.14,12.12,24.31,True,1.873327363282442,1.4305314905941486,True
1489,K2-285 b,2022-07-23,2459784.757784522,0.027052807691624173,2459784.6915394785,2459784.8240296054,2459784.712372812,2459784.803196272,-84.25,-70.49,-48.89,1.71,1.23,1.11,81.51,22.36,True,0.9628804810345173,2.770496405661106,True
1490,K2-285 b,2022-09-27,2459850.719126258,0.027926657229249616,2459850.6528745466,2459850.785378011,2459850.67370788,2459850.7645446775,-60.3,-61.37,-47.24,1.11,1.24,1.73,136.98,-7.83,True,4.238234180957079,0.8935863152146339,True
1491,K2-285 b,2022-10-04,2459857.6628326178,0.028018641937110372,2459857.596580183,2459857.7290850966,2459857.6174135166,2459857.708251763,-46.43,-59.23,-57.26,1.14,1.14,1.38,41.62,-11.1,True,2.8316717706620693,1.7859033979475498,True
1492,K2-285 b,2022-10-11,2459864.6066152444,0.028110626745058532,2459864.540362121,2459864.6728684125,2459864.5611954546,2459864.652035079,-29.42,-47.28,-57.51,1.23,1.11,1.21,55.38,-14.22,True,1.418930109590292,2.6763909682631493,True
1493,K2-285 b,2023-07-19,2460145.819578317,0.031836085249289055,2460145.7533335313,2460145.885823145,2460145.774166865,2460145.8649898116,-72.16,-50.54,-29.04,1.3,1.12,1.16,152.7,23.51,True,2.167945481836796,1.30699859932065,True
1494,K2-285 b,2023-07-26,2460152.762549948,0.03192807347774056,2460152.6963046957,2460152.828795241,2460152.717138029,2460152.8079619077,-84.35,-68.78,-47.18,1.58,1.19,1.11,120.83,21.41,True,1.2579662762582302,2.6404523737728596,True
1495,K2-285 b,2023-09-30,2460218.7241657916,0.03280196494114339,2460218.6579137803,2460218.790417842,2460218.678747114,2460218.7695845086,-60.1,-59.62,-45.0,1.12,1.29,1.92,41.86,-9.18,True,4.3381652645766735,0.5919097736477852,True
1496,K2-285 b,2023-10-07,2460225.667902162,0.03289395385173391,2460225.601649438,2460225.7341549285,2460225.6224827715,2460225.713321595,-47.09,-58.7,-55.42,1.12,1.16,1.48,130.46,-12.41,True,2.929311029613018,1.4835068508982658,True
1497,K2-285 b,2023-10-14,2460232.6117139645,0.0329859428241789,2460232.54546056,2460232.6779674143,2460232.5662938934,2460232.657134081,-30.45,-47.72,-56.72,1.19,1.12,1.26,144.77,-15.49,True,1.5138277038931847,2.3732943311333656,True
1498,K2-285 b,2024-07-21,2460513.8243251434,0.036711542653503404,2460513.758080166,2460513.8905701633,2460513.7789134993,2460513.86973683,-70.51,-48.89,-27.39,1.25,1.11,1.19,39.85,22.64,True,2.4625852927565575,1.1810640469193459,True
1499,K2-285 b,2024-07-28,2460520.7673171177,0.03680353379772111,2460520.7010716554,2460520.833562622,2460520.721904989,2460520.8127292884,-83.93,-67.03,-45.43,1.47,1.16,1.12,60.5,20.46,True,1.5530939027667046,2.507964413613081,True
1500,K2-285 b,2024-08-04,2460527.710365645,0.03689552498610096,2460527.6441196282,2460527.776611701,2460527.6649529617,2460527.7557783676,-69.43,-81.47,-63.29,1.91,1.29,1.12,149.62,17.96,True,0.6449581012129784,3.8182495571672916,True
1501,K2-285 c,2021-10-19,2459507.6323286896,0.017788275801774608,2459507.558990985,2459507.7056664466,2459507.5798243186,2459507.684833113,-33.33,-50.19,-54.18,1.13,1.16,1.52,31.85,-17.96,True,1.7796877808868885,1.3491242453455925,True
1502,K2-285 c,2022-08-29,2459821.705452287,0.02095562941073353,2459821.632120662,2459821.7787839677,2459821.6529539954,2459821.757950634,-62.79,-74.0,-57.79,1.35,1.12,1.18,158.82,6.89,True,1.961453977972269,2.952225185930729,True
1503,K2-285 c,2023-08-28,2460185.74592332,0.024627088256633185,2460185.6725918157,2460185.819254879,2460185.693425149,2460185.7984215454,-72.55,-67.34,-45.5,1.19,1.12,1.32,42.35,7.38,True,2.8513606265187263,2.062324360013008,True
1504,K2-285 c,2024-07-07,2460499.8231010777,0.027794736264264142,2460499.7497742334,2460499.896427971,2460499.770607567,2460499.8755946374,-73.48,-49.53,-25.93,1.54,1.16,1.13,142.66,26.44,True,1.3458172045648098,1.0775392279028893,True
1505,K2-285 c,2024-08-26,2460549.786389648,0.028298687531403292,2460549.713058269,2460549.8597210785,2460549.7338916026,2460549.838887745,-74.21,-56.12,-32.67,1.12,1.18,1.59,84.54,7.9,True,3.7411544658243656,1.1725366115570068,True
1506,K2-285 d,2023-11-05,2460254.5943596764,0.06000481314028067,2460254.5213538427,2460254.667365559,2460254.542187176,2460254.6465322254,-19.7,-38.43,-48.93,1.12,1.18,1.59,149.0,-24.05,True,0.6645640432834625,1.1860698759555817,True
1507,K2-285 d,2024-09-24,2460578.7226023613,0.06775426259653337,2460578.6496007903,2460578.7956039826,2460578.670434124,2460578.774770649,-60.52,-61.88,-45.18,1.11,1.23,1.78,106.52,-6.54,True,4.118556808680296,0.8109650798141956,True
1508,K2-285 e,2021-10-10,2459498.6757467813,0.07738722439782939,2459498.6069935644,2459498.744500043,2459498.627826898,2459498.7236667094,-47.57,-57.94,-52.33,1.11,1.21,1.67,88.7,-14.11,True,3.025394205003977,1.0068916082382202,True
1509,K2-285 e,2022-08-16,2459808.696354773,0.09103164285016502,2459808.627607791,2459808.7651018,2459808.6484411247,2459808.7442684667,-63.2,-78.66,-64.96,1.69,1.22,1.11,41.01,13.08,True,1.001249771565199,3.970360167324543,True
1510,K2-285 e,2023-08-20,2460177.768445161,0.10727684978596268,2460177.699697736,2460177.837192634,2460177.7205310697,2460177.8163593006,-77.47,-63.15,-41.32,1.18,1.12,1.3,148.89,11.14,True,2.9776594564318657,2.1560614965856075,True
1511,K2-285 e,2023-11-02,2460251.584524505,0.11052606027539388,2460251.515769248,2460251.653279807,2460251.5366025814,2460251.6324464735,-18.61,-36.92,-48.79,1.14,1.14,1.4,113.49,-23.01,True,0.5725942030549049,1.7207191474735737,True
1512,K2-286 b,2022-05-06,2459706.669227565,0.3100064515457703,2459706.5858956687,2459706.7525595287,2459706.606729002,2459706.731726195,-52.91,-78.63,-68.88,1.43,1.06,1.03,118.64,5.07,True,1.5762151144444942,3.9513746984302998,True
1513,K2-286 b,2023-05-24,2460089.695182295,0.3800052631214468,2460089.6118478826,2460089.7785167755,2460089.632681216,2460089.757683442,-62.44,-86.33,-61.9,1.07,1.02,1.25,107.8,-3.99,True,3.362744964659214,2.1647240594029427,True
1514,HATS-60 b,2022-07-13,2459774.7690772894,0.01583083585917054,2459774.667851053,2459774.870303617,2459774.6886843867,2459774.8494702834,-78.78,-67.16,-34.2,1.81,1.09,1.04,38.11,20.9,True,0.7753099724650383,1.6969667449593544,False
1515,HATS-60 b,2022-08-07,2459799.69355752,0.01605451724593424,2459799.592327857,2459799.794787277,2459799.6131611904,2459799.7739539435,-52.68,-81.13,-57.1,1.94,1.11,1.03,75.48,10.76,True,0.6010134592652321,3.3583440855145454,True
1516,HATS-60 b,2022-09-08,2459831.7407140685,0.016342120425452748,2459831.6394790113,2459831.84194922,2459831.660312345,2459831.8211158863,-62.82,-64.86,-35.57,1.04,1.09,1.8,6.67,-5.24,True,3.829614233225584,0.7507627531886101,True
1517,HATS-60 b,2022-10-03,2459856.667435706,0.016565821319813878,2459856.56619672,2459856.768674785,2459856.5870300536,2459856.7478414513,-38.27,-60.01,-49.59,1.05,1.08,1.73,40.71,-16.87,True,2.110860027372837,0.8710889965295792,True
1518,HATS-60 b,2023-07-29,2460155.7768350495,0.01925077463376474,2460155.675606719,2460155.878063479,2460155.6964400527,2460155.8572301455,-79.54,-63.93,-30.9,1.3,1.02,1.17,65.06,14.69,True,1.9940618500113487,1.4382125325500965,True
1519,HATS-60 b,2023-08-23,2460180.701890151,0.019474558685628793,2460180.6006579017,2460180.803122502,2460180.621491235,2460180.7822891683,-54.1,-76.4,-51.72,1.35,1.02,1.15,98.54,3.08,True,1.833550438284874,2.746961150318384,True
1520,HATS-60 b,2023-09-17,2460205.6279555247,0.01969834764643979,2460205.5267191166,2460205.7291920343,2460205.54755245,2460205.708358701,-28.22,-58.06,-63.88,1.39,1.03,1.13,127.77,-9.23,True,1.279940564185381,2.8830321729183197,True
1521,HATS-60 b,2024-08-13,2460536.7849367373,0.022671939396531563,2460536.6837059506,2460536.886167622,2460536.704539284,2460536.8653342887,-78.17,-59.28,-26.37,1.09,1.04,1.49,85.72,7.41,True,3.2210592962801456,1.0947881452739239,True
1522,HATS-60 b,2024-09-07,2460561.7106239265,0.022895783454601415,2460561.6093889875,2460561.8118589655,2460561.630222321,2460561.791025632,-54.81,-69.99,-45.22,1.11,1.03,1.44,114.8,-4.89,True,3.075712390244007,1.5046701282262802,True
1523,HATS-68 b,2021-10-16,2459504.75910541,0.0029570131957771173,2459504.667018326,2459504.8511925307,2459504.6878516595,2459504.830359197,-55.31,-47.38,-22.82,1.21,1.34,1.85,52.43,-12.27,True,4.405282247811556,0.8427997268736362,True
