,System,Night,T_sececl,Tmid,Obs_start,Obs_end,Sunalt_start,Sunalt_mid,Sunalt_end,Airm_start,Airm_mid,Airm_end,Moon_dist,Timing,GoodCond,GoodCond_before,GoodCond_after
147,K2-137 b,2022-04-02,2459672.654564307,2459672.716275784,2459672.6537754135,2459672.778776195,-65.29,-69.86,-56.34,1.07,1.07,1.26,151.93,After,True,4.78,3.17
148,K2-137 b,2022-04-02,2459672.834280477,2459672.7725689304,2459672.7100685234,2459672.835069372,-70.4,-58.07,-39.21,1.07,1.23,1.76,151.24,Before,True,6.13,1.82
149,K2-137 b,2022-04-03,2459673.5531452824,2459673.614856804,2459673.5523563884,2459673.6773572573,-36.23,-55.52,-69.8,1.49,1.15,1.05,140.98,After,True,2.41,5.54
150,K2-137 b,2022-04-03,2459673.7328615836,2459673.6711499887,2459673.608649539,2459673.7336504785,-53.71,-68.93,-67.61,1.17,1.06,1.11,140.29,Before,True,3.76,4.19
151,K2-137 b,2022-04-04,2459674.631444145,2459674.693155821,2459674.630655249,2459674.7556564333,-60.24,-71.47,-62.96,1.1,1.06,1.19,127.96,After,True,4.35,3.59
152,K2-137 b,2022-04-04,2459674.8111608964,2459674.749449149,2459674.68694854,2459674.8119497937,-71.14,-64.48,-46.72,1.05,1.16,1.55,127.29,Before,True,5.71,2.24
153,K2-137 b,2022-04-05,2459675.5300281607,2459675.591739882,2459675.5292392643,2459675.654240536,-29.22,-49.14,-66.43,1.69,1.21,1.06,117.24,After,True,1.99,5.96
154,K2-137 b,2022-04-05,2459675.70974504,2459675.6480332473,2459675.585532597,2459675.7105339384,-47.22,-65.0,-71.44,1.24,1.07,1.08,116.58,Before,True,3.34,4.61
155,K2-137 b,2022-04-05,2459675.70974504,2459675.7714568716,2459675.7089561424,2459675.8339576353,-71.55,-58.93,-39.9,1.08,1.27,1.87,115.11,After,True,6.3,1.65
156,K2-137 b,2022-04-06,2459676.608330633,2459676.6700425064,2459676.607541735,2459676.7325433185,-54.2,-69.87,-68.67,1.14,1.05,1.13,104.5,After,True,3.93,4.02
157,K2-137 b,2022-04-06,2459676.788047961,2459676.726336014,2459676.6638352056,2459676.7888368606,-68.76,-69.79,-54.05,1.05,1.11,1.39,103.84,Before,True,5.28,2.67
158,K2-137 b,2022-04-07,2459677.506917667,2459677.5686295875,2459677.5061287684,2459677.631130441,-22.11,-42.37,-61.26,1.96,1.3,1.08,93.94,After,True,1.56,6.38
159,K2-137 b,2022-04-07,2459677.686635122,2459677.624923133,2459677.5624222825,2459677.6874240222,-40.38,-59.53,-72.32,1.33,1.09,1.06,93.28,Before,True,2.91,5.03
160,K2-137 b,2022-04-07,2459677.686635122,2459677.7483471506,2459677.6858462216,2459677.8108481155,-72.21,-65.44,-47.43,1.06,1.19,1.62,91.83,After,True,5.88,2.07
161,K2-137 b,2022-04-08,2459678.5852237227,2459678.6469357917,2459678.5844348217,2459678.709436802,-47.6,-65.7,-72.57,1.21,1.06,1.09,81.24,After,True,3.51,4.44
162,K2-137 b,2022-04-08,2459678.7649416216,2459678.703229478,2459678.640728472,2459678.765730524,-64.13,-72.95,-61.07,1.07,1.08,1.28,80.58,Before,True,4.86,3.09
163,K2-137 b,2022-04-09,2459679.663531775,2459679.601819591,2459679.539318543,2459679.664320678,-33.36,-53.23,-69.91,1.46,1.14,1.05,69.91,Before,True,2.49,5.46
164,K2-137 b,2022-04-09,2459679.663531775,2459679.7252439987,2459679.6627428723,2459679.787745163,-69.59,-70.86,-54.81,1.05,1.13,1.45,68.44,After,True,5.45,2.49
165,K2-137 b,2022-04-10,2459680.562123357,2459680.6238356205,2459680.5613344535,2459680.6863368265,-40.7,-60.05,-73.37,1.29,1.08,1.07,57.61,After,True,3.08,4.86
166,K2-137 b,2022-04-10,2459680.74184182,2459680.6801294824,2459680.61762828,2459680.7426307253,-58.24,-72.77,-67.5,1.09,1.06,1.2,56.93,Before,True,4.44,3.51
167,K2-137 b,2022-04-11,2459681.640434939,2459681.578722562,2459681.5162213165,2459681.641223844,-26.24,-46.48,-65.15,1.64,1.2,1.06,45.91,Before,True,2.07,5.88
168,K2-137 b,2022-04-11,2459681.640434939,2459681.702147355,2459681.6396460333,2459681.7646487155,-64.73,-74.06,-61.9,1.06,1.09,1.32,44.38,After,True,5.03,2.92
169,K2-137 b,2022-04-11,2459681.82015384,2459681.7584413565,2459681.69594,2459681.8209427465,-74.16,-63.63,-44.69,1.08,1.29,1.93,43.68,Before,True,6.38,1.57
170,K2-137 b,2022-04-12,2459682.539029471,2459682.6007419266,2459682.538240565,2459682.6632433273,-33.63,-53.62,-70.71,1.41,1.12,1.05,33.14,After,True,2.66,5.29
171,K2-137 b,2022-04-12,2459682.7187484936,2459682.657035964,2459682.5945345676,2459682.719537401,-51.69,-69.37,-72.68,1.13,1.05,1.14,32.43,Before,True,4.01,3.94
172,K2-137 b,2022-04-13,2459683.617344546,2459683.5556319784,2459683.4931305377,2459683.6181334537,-19.08,-39.48,-59.15,1.9,1.28,1.08,21.07,Before,True,1.59,6.3
173,K2-137 b,2022-04-13,2459683.617344546,2459683.6790571525,2459683.616555638,2459683.7415587064,-58.68,-73.73,-68.43,1.08,1.07,1.23,19.52,After,True,4.55,3.34
174,K2-137 b,2022-04-13,2459683.797064005,2459683.7353513283,2459683.672849778,2459683.7978529143,-72.82,-69.89,-52.21,1.06,1.2,1.66,18.82,Before,True,5.91,1.99
175,K2-137 b,2022-04-14,2459684.5159419957,2459684.5776546425,2459684.5151530877,2459684.6401562346,-26.48,-46.78,-65.72,1.56,1.17,1.06,9.1,After,True,2.14,5.71
176,K2-137 b,2022-04-14,2459684.6956615713,2459684.6339488523,2459684.5714472644,2459684.696450481,-44.79,-64.0,-75.24,1.19,1.06,1.1,8.59,Before,True,3.49,4.36
177,K2-137 b,2022-04-15,2459685.5942605245,2459685.6559733194,2459685.5934716146,2459685.7184750643,-52.02,-70.05,-73.72,1.12,1.05,1.16,10.85,After,True,4.03,3.76
178,K2-137 b,2022-04-15,2459685.7739805337,2459685.712267667,2459685.649765926,2459685.7747694454,-68.53,-74.6,-59.55,1.05,1.14,1.48,11.48,Before,True,5.38,2.41
179,K2-137 b,2022-04-16,2459686.4928608583,2459686.554573694,2459686.4920719475,2459686.617075476,-19.31,-39.73,-59.55,1.78,1.24,1.07,22.33,After,True,1.61,6.13
180,K2-137 b,2022-04-16,2459686.6725809807,2459686.610868075,2459686.5483662966,2459686.673369893,-37.71,-57.66,-73.94,1.27,1.08,1.07,23.1,Before,True,2.96,4.78
181,K2-137 b,2022-04-16,2459686.6725809807,2459686.734293925,2459686.6717920685,2459686.796795816,-73.67,-70.83,-52.88,1.07,1.23,1.76,24.8,After,True,5.92,1.82
182,K2-137 b,2022-04-17,2459687.5711828023,2459687.6328957826,2459687.5703938897,2459687.695397716,-45.05,-64.47,-76.3,1.17,1.06,1.11,37.43,After,True,3.5,4.19
183,K2-137 b,2022-04-17,2459687.750903354,2459687.6891903,2459687.626688371,2459687.751692268,-62.66,-76.11,-66.56,1.06,1.1,1.34,38.24,Before,True,4.85,2.84
184,K2-137 b,2022-04-18,2459688.6495066504,2459688.58779356,2459688.5252915937,2459688.650295565,-30.55,-50.83,-69.51,1.38,1.11,1.06,51.15,Before,True,2.43,5.2
185,K2-137 b,2022-04-18,2459688.6495066504,2459688.71121978,2459688.648717736,2459688.7737218607,-69.1,-75.65,-60.27,1.05,1.16,1.55,52.93,After,True,5.4,2.24
186,K2-137 b,2022-04-19,2459689.5481113084,2459689.609824473,2459689.547322394,2459689.6723265927,-37.92,-57.98,-74.74,1.24,1.07,1.08,65.93,After,True,2.98,4.61
187,K2-137 b,2022-04-19,2459689.7278323965,2459689.666119158,2459689.6036170423,2459689.728621313,-56.04,-73.54,-72.81,1.08,1.07,1.24,66.74,Before,True,4.33,3.26
188,K2-137 b,2022-04-20,2459690.626438512,2459690.5647252384,2459690.502223086,2459690.6272274284,-23.35,-43.77,-63.51,1.53,1.16,1.05,79.7,Before,True,1.91,5.63
189,K2-137 b,2022-04-20,2459690.626438512,2459690.6881518243,2459690.625649595,2459690.7506540916,-63.03,-77.08,-67.35,1.05,1.11,1.39,81.48,After,True,4.87,2.66
190,K2-137 b,2022-04-21,2459691.525045975,2459691.5867593223,2459691.5242570583,2459691.6492616255,-30.73,-51.07,-70.03,1.33,1.09,1.06,94.31,After,True,2.45,5.03
191,K2-137 b,2022-04-21,2459691.7047675936,2459691.643054173,2459691.5805518734,2459691.7055565123,-49.07,-68.33,-77.19,1.11,1.06,1.17,95.11,Before,True,3.8,3.68
192,K2-137 b,2022-04-22,2459692.603376497,2459692.66508999,2459692.602587578,2459692.7275924413,-56.3,-74.21,-73.73,1.07,1.08,1.28,109.5,After,True,4.34,3.09
193,K2-137 b,2022-04-22,2459692.7830985347,2459692.7213849737,2459692.6588825267,2459692.7838874552,-72.76,-75.07,-57.59,1.07,1.25,1.81,110.29,Before,True,5.69,1.74
194,K2-137 b,2022-04-23,2459693.501986733,2459693.5637002606,2459693.5011978135,2459693.6262027454,-23.52,-43.94,-63.83,1.46,1.14,1.05,121.95,After,True,1.92,5.45
195,K2-137 b,2022-04-23,2459693.6817088746,2459693.6199952746,2459693.5574927935,2459693.6824977957,-41.92,-61.93,-77.57,1.15,1.05,1.12,122.73,Before,True,3.27,4.1
196,K2-137 b,2022-04-24,2459694.580320532,2459694.642034203,2459694.579531611,2459694.7045368347,-49.25,-68.73,-78.21,1.09,1.06,1.2,136.61,After,True,3.81,3.51
197,K2-137 b,2022-04-24,2459694.7600430907,2459694.6983293495,2459694.635826722,2459694.7608320136,-66.92,-78.61,-64.95,1.06,1.18,1.58,137.36,Before,True,5.16,2.16
198,K2-137 b,2022-04-25,2459695.6586561603,2459695.596942384,2459695.534439724,2459695.6594450837,-34.7,-55.02,-73.68,1.22,1.06,1.08,149.27,Before,True,2.74,4.53
199,K2-137 b,2022-04-25,2459695.6586561603,2459695.7203699746,2459695.657867237,2459695.7828727453,-73.29,-76.0,-58.22,1.08,1.29,1.93,150.88,After,True,5.7,1.56
200,K2-137 b,2022-04-26,2459696.5572705315,2459696.6189843775,2459696.556481608,2459696.681487187,-42.05,-62.18,-78.39,1.13,1.05,1.14,162.28,After,True,3.28,3.93
201,K2-137 b,2022-04-26,2459696.736993602,2459696.675279684,2459696.6127768788,2459696.7377825268,-60.23,-77.42,-71.93,1.05,1.12,1.42,162.96,Before,True,4.63,2.58
202,K2-137 b,2022-04-27,2459697.635609359,2459697.573895409,2459697.5113925724,2459697.636398284,-27.45,-47.88,-67.69,1.31,1.09,1.06,172.3,Before,True,2.21,4.95
203,K2-137 b,2022-04-27,2459697.635609359,2459697.6973233474,2459697.6348204333,2459697.759826296,-67.22,-79.58,-65.63,1.06,1.2,1.67,172.99,After,True,5.17,1.99
204,K2-137 b,2022-04-28,2459698.5342263975,2459698.5959404153,2459698.533437472,2459698.658443399,-34.8,-55.17,-74.15,1.19,1.06,1.1,168.7,After,True,2.75,4.35
205,K2-137 b,2022-04-28,2459698.713949969,2459698.652235878,2459698.589732899,2459698.714738896,-53.17,-72.48,-77.84,1.06,1.09,1.3,168.11,Before,True,4.1,3.0
206,K2-137 b,2022-04-29,2459699.612568364,2459699.5508542443,2459699.4883512347,2459699.6133572916,-20.24,-40.64,-60.9,1.43,1.13,1.05,157.74,Before,True,1.68,5.37
207,K2-137 b,2022-04-29,2459699.612568364,2459699.674282523,2459699.6117794365,2459699.7367856456,-60.4,-78.08,-72.69,1.05,1.14,1.48,156.26,After,True,4.64,2.41
208,K2-137 b,2022-04-30,2459700.5111880177,2459700.572902204,2459700.5103990897,2459700.6354053575,-27.54,-47.97,-67.94,1.27,1.08,1.07,145.37,After,True,2.22,4.77
209,K2-137 b,2022-04-30,2459700.6909120795,2459700.62919782,2459700.566694671,2459700.691701009,-45.95,-66.03,-80.5,1.09,1.06,1.21,144.69,Before,True,3.57,3.42
210,K2-137 b,2022-05-01,2459701.589533058,2459701.6512473826,2459701.5887441286,2459701.713750675,-53.26,-72.81,-78.74,1.06,1.1,1.35,132.33,After,True,4.11,2.83
211,K2-137 b,2022-05-01,2459701.7692575143,2459701.7075431244,2459701.6450398355,2459701.770046445,-71.0,-79.82,-62.88,1.09,1.31,2.0,131.65,Before,True,5.46,1.48
212,K2-137 b,2022-05-02,2459702.4881552677,2459702.549869619,2459702.487366338,2459702.6123729385,-20.32,-40.69,-61.02,1.38,1.11,1.06,121.55,After,True,1.69,5.2
213,K2-137 b,2022-05-02,2459702.667879808,2459702.606165385,2459702.5436620694,2459702.66866874,-38.66,-59.02,-77.62,1.12,1.05,1.15,120.88,Before,True,3.04,3.85
214,K2-137 b,2022-05-03,2459703.56650331,2459703.628217797,2459703.5657143784,2459703.6907212534,-45.99,-66.18,-81.35,1.08,1.07,1.25,108.74,After,True,3.58,3.25
215,K2-137 b,2022-05-03,2459703.7462282404,2459703.684513686,2459703.6220102333,2459703.7470171736,-64.22,-80.83,-70.26,1.06,1.22,1.71,108.08,Before,True,4.93,1.9
216,K2-137 b,2022-05-04,2459704.64485302,2459704.583138437,2459704.52063496,2459704.6456419537,-31.37,-51.8,-71.69,1.18,1.06,1.1,97.48,Before,True,2.5,4.27
217,K2-137 b,2022-05-05,2459705.5434789816,2459705.605193625,2459705.5426900475,2459705.6676972415,-38.68,-59.08,-78.04,1.11,1.06,1.17,85.48,After,True,3.04,3.67
218,K2-137 b,2022-05-05,2459705.723204372,2459705.6614896585,2459705.598986046,2459705.723993307,-57.07,-76.42,-77.15,1.05,1.15,1.51,84.82,Before,True,4.39,2.32
219,K2-137 b,2022-05-06,2459706.621831572,2459706.5601168345,2459706.4976132,2459706.622620508,-24.1,-44.48,-64.8,1.25,1.07,1.07,74.25,Before,True,1.97,4.69
220,K2-137 b,2022-05-06,2459706.621831572,2459706.683546348,2459706.6210426367,2459706.746050092,-64.29,-81.5,-70.9,1.07,1.25,1.82,72.8,After,True,4.93,1.73
221,K2-137 b,2022-05-07,2459707.520459926,2459707.582174722,2459707.5196709903,2459707.6446784935,-31.37,-51.8,-71.84,1.15,1.05,1.12,62.16,After,True,2.51,4.09
222,K2-137 b,2022-05-07,2459707.700185762,2459707.6384708947,2459707.5759671275,2459707.700974699,-49.77,-69.92,-82.19,1.06,1.11,1.37,61.49,Before,True,3.86,2.74
223,K2-137 b,2022-05-08,2459708.5988153154,2459708.6605302417,2459708.598026378,2459708.7230341397,-57.06,-76.67,-77.89,1.06,1.18,1.59,49.24,After,True,4.4,2.15
224,K2-137 b,2022-05-09,2459709.497445992,2459709.5591609366,2459709.496657055,2459709.6216648575,-24.1,-44.45,-64.81,1.22,1.06,1.08,38.29,After,True,1.97,4.51
225,K2-137 b,2022-05-09,2459709.67717226,2459709.615457244,2459709.5529533275,2459709.677961199,-42.42,-62.81,-81.24,1.07,1.08,1.26,37.6,Before,True,3.32,3.16
226,K2-137 b,2022-05-10,2459710.5758040976,2459710.6375191687,2459710.575015158,2459710.7000232157,-49.72,-69.97,-83.03,1.05,1.12,1.42,24.96,After,True,3.86,2.57
227,K2-137 b,2022-05-11,2459711.654163711,2459711.5924485517,2459711.52994449,2459711.654952652,-35.08,-55.5,-75.47,1.1,1.06,1.19,13.35,Before,True,2.78,3.58
228,K2-137 b,2022-05-12,2459712.5527977613,2459712.614512973,2459712.55200882,2459712.6770171635,-42.35,-62.77,-81.64,1.06,1.09,1.3,6.97,After,True,3.32,2.99
229,K2-137 b,2022-05-12,2459712.7325248,2459712.6708095237,2459712.608305337,2459712.7333137426,-60.75,-80.12,-75.45,1.08,1.27,1.88,7.25,Before,True,4.67,1.64
230,K2-137 b,2022-05-13,2459713.631159958,2459713.5694446606,2459713.50694046,2459713.631948901,-27.77,-48.12,-68.48,1.14,1.05,1.13,16.86,Before,True,2.25,4.01
231,K2-137 b,2022-05-14,2459714.529796151,2459714.591511498,2459714.529007208,2459714.654015826,-34.99,-55.41,-75.52,1.09,1.06,1.22,30.89,After,True,2.78,3.41
232,K2-137 b,2022-05-14,2459714.709523587,2459714.6478081727,2459714.585303848,2459714.7103125313,-53.38,-73.59,-82.11,1.06,1.19,1.63,31.69,Before,True,4.13,2.06
233,K2-137 b,2022-05-15,2459715.608160847,2459715.5464454168,2459715.4839410805,2459715.608949791,-20.53,-40.74,-61.17,1.2,1.06,1.09,44.68,Before,True,1.71,4.43
234,K2-137 b,2022-05-16,2459716.5067991144,2459716.568514592,2459716.5060101696,2459716.631019053,-27.68,-48.0,-68.39,1.12,1.05,1.15,59.77,After,True,2.24,3.83
235,K2-137 b,2022-05-16,2459716.6865269328,2459716.6248113858,2459716.5623069284,2459716.6873158785,-45.97,-66.39,-84.32,1.05,1.13,1.45,60.61,Before,True,3.59,2.48
236,K2-137 b,2022-05-17,2459717.585166228,2459717.646881824,2459717.5843772823,2459717.7093863986,-53.24,-73.54,-82.83,1.06,1.22,1.72,75.82,After,True,4.13,1.89
237,K2-137 b,2022-05-18,2459718.4838065035,2459718.5455221077,2459718.4830175578,2459718.6080266964,-20.44,-40.6,-61.02,1.18,1.06,1.11,89.14,After,True,1.7,4.25
238,K2-137 b,2022-05-18,2459718.663534691,2459718.601819017,2459718.539314432,2459718.6643236387,-38.58,-58.99,-79.02,1.06,1.09,1.33,89.97,Before,True,3.05,2.9
239,K2-137 b,2022-05-19,2459719.562175958,2459719.6238916777,2459719.5613870104,2459719.68639638,-45.81,-66.24,-84.76,1.05,1.15,1.52,104.91,After,True,3.59,2.31
240,K2-137 b,2022-05-20,2459720.640546718,2459720.5788309216,2459720.5163262137,2459720.641335667,-31.22,-51.55,-71.94,1.08,1.07,1.23,118.57,Before,True,2.51,3.32
241,K2-137 b,2022-05-21,2459721.539189889,2459721.600905728,2459721.53840094,2459721.6634105523,-38.41,-58.81,-78.97,1.06,1.11,1.37,132.82,After,True,3.04,2.73
242,K2-137 b,2022-05-22,2459722.617562863,2459722.5558469496,2459722.4933421235,2459722.6183518134,-23.93,-44.11,-64.54,1.11,1.05,1.16,145.72,Before,True,1.96,3.74
243,K2-137 b,2022-05-23,2459723.516207867,2459723.5779238204,2459723.5154189165,2459723.640428761,-31.05,-51.34,-71.75,1.07,1.08,1.27,158.96,After,True,2.5,3.15
244,K2-137 b,2022-05-23,2459723.695937064,2459723.6342210467,2459723.5717161093,2459723.6967260162,-49.31,-69.74,-86.11,1.07,1.24,1.77,159.67,Before,True,3.85,1.8
245,K2-137 b,2022-05-25,2459725.493229725,2459725.554945787,2459725.492440773,2459725.617450838,-23.76,-43.89,-64.31,1.1,1.06,1.19,171.35,After,True,1.95,3.57
246,K2-137 b,2022-05-25,2459725.6729592406,2459725.6112431125,2459725.5487380647,2459725.673748194,-41.87,-62.28,-82.34,1.06,1.17,1.56,170.87,Before,True,3.3,2.22
247,K2-137 b,2022-05-26,2459726.5716068507,2459726.633323017,2459726.570817897,2459726.695828168,-49.07,-69.5,-86.69,1.08,1.27,1.89,159.76,After,True,3.84,1.62
248,K2-139 b,2021-07-15,2459411.78720972,2459411.6356971157,2459411.5731965643,2459411.6981977043,-47.83,-68.25,-86.56,1.25,1.05,1.01,100.52,Before,True,3.2,5.38
249,K2-139 b,2022-05-23,2459723.9757216955,2459723.824221145,2459723.7617255626,2459723.886716765,-67.31,-46.89,-26.69,1.09,1.01,1.07,64.8,Before,True,4.23,2.13
250,K2-140 b,2022-02-23,2459634.5800304497,2459634.72363281,2459634.6611366,2459634.786129057,-52.6,-55.43,-45.8,1.46,1.13,1.04,58.05,After,True,2.48,3.89
251,K2-140 b,2022-03-21,2459660.855701185,2459660.7120926864,2459660.649593888,2459660.774591525,-60.1,-65.82,-55.04,1.14,1.04,1.09,40.9,Before,True,3.91,4.24
252,K2-140 b,2022-04-10,2459680.5632041004,2459680.7068173294,2459680.644316382,2459680.769318316,-65.66,-73.46,-60.4,1.04,1.07,1.28,59.48,After,True,5.09,3.06
253,K2-140 b,2022-04-23,2459693.7018998004,2459693.5582835227,2459693.495781337,2459693.6207857453,-21.75,-42.18,-62.18,1.5,1.14,1.04,119.01,Before,True,1.79,5.77
254,K2-140 b,2022-05-06,2459706.840863331,2459706.6972441077,2459706.6347406222,2459706.759747625,-68.63,-82.2,-66.62,1.07,1.28,1.92,75.41,Before,True,5.26,1.58
255,K2-140 b,2022-05-13,2459713.41043544,2459713.5540556395,2459713.4915516623,2459713.6165596554,-22.81,-43.09,-63.51,1.18,1.04,1.07,15.5,After,True,1.88,4.56
256,HATS-51 b,2021-11-12,2459531.8871103944,2459531.7693054094,2459531.7068087035,2459531.831802145,-46.64,-38.14,-23.24,1.33,1.08,1.0,106.96,Before,True,2.95,1.94
257,HATS-51 b,2021-11-19,2459538.584517085,2459538.7023224602,2459538.6398254954,2459538.76481945,-42.7,-45.24,-37.77,1.8,1.25,1.05,62.65,After,True,1.8,3.48
258,HATS-51 b,2021-11-29,2459548.6306857453,2459548.748492061,2459548.685994593,2459548.8109895624,-43.66,-39.14,-26.91,1.2,1.03,1.01,89.37,After,True,3.56,2.32
259,HATS-51 b,2021-12-29,2459578.7697360287,2459578.6519261645,2459578.5894268733,2459578.714425488,-29.01,-39.6,-41.92,1.27,1.05,1.0,108.92,Before,True,2.61,4.79
260,HATS-51 b,2022-01-08,2459588.816295666,2459588.698484443,2459588.6359844306,2459588.760984489,-38.03,-43.31,-38.88,1.03,1.01,1.12,90.58,Before,True,3.71,3.81
261,HATS-51 b,2022-01-15,2459595.5140634514,2459595.6318754083,2459595.5693749464,2459595.6943759043,-24.73,-38.11,-44.39,1.15,1.02,1.02,55.69,After,True,2.13,5.2
262,HATS-51 b,2022-01-18,2459598.862965659,2459598.7451531026,2459598.682652374,2459598.80765386,-44.5,-42.84,-32.25,1.02,1.15,1.54,60.42,Before,True,4.87,2.29
263,HATS-51 b,2022-01-25,2459605.560805692,2459605.6786189717,2459605.6161178057,2459605.74112017,-36.66,-45.75,-44.94,1.01,1.04,1.22,106.68,After,True,3.32,3.42
264,HATS-51 b,2022-02-04,2459615.607653114,2459615.7254676544,2459615.662965821,2459615.7879695133,-46.79,-48.98,-40.39,1.06,1.28,1.88,93.31,After,True,4.55,1.64
265,HATS-51 b,2022-03-06,2459645.7487327,2459645.630915315,2459645.5684120194,2459645.693418636,-33.93,-50.69,-59.97,1.03,1.21,1.7,75.7,Before,True,2.75,1.95
266,K2-138 b,2021-06-15,2459381.7419626196,2459381.826607174,2459381.7641132413,2459381.889101134,-67.91,-47.56,-27.53,1.9,1.27,1.06,167.06,After,True,1.65,2.2
267,K2-138 b,2021-07-06,2459402.9190106005,2459402.834364974,2459402.7718702964,2459402.8968596873,-66.19,-45.81,-25.75,1.25,1.06,1.04,89.55,Before,True,3.22,2.07
268,K2-138 b,2021-07-18,2459414.6841793535,2459414.768825859,2459414.7063304847,2459414.831321268,-85.72,-67.11,-46.69,1.48,1.13,1.03,114.45,After,True,2.43,3.62
269,K2-138 b,2021-07-25,2459421.743350027,2459421.8279972686,2459421.7655013497,2459421.8904932262,-67.84,-47.44,-27.13,1.09,1.03,1.13,13.07,After,True,4.31,2.16
270,K2-138 b,2021-08-01,2459428.802580993,2459428.717933004,2459428.6554365805,2459428.7804294615,-73.29,-80.93,-62.4,1.62,1.18,1.04,72.65,Before,True,2.12,4.75
271,K2-138 b,2021-08-08,2459435.8618787075,2459435.7772298246,2459435.714732746,2459435.839726942,-79.82,-62.54,-42.26,1.12,1.03,1.1,159.9,Before,True,4.01,3.27
272,K2-138 b,2021-08-15,2459442.9212489533,2459442.8365991237,2459442.7741013407,2459442.899096942,-62.34,-42.27,-21.84,1.03,1.14,1.51,102.71,Before,True,5.89,1.76
273,K2-138 b,2021-08-20,2459447.627538044,2459447.7121883733,2459447.649690175,2459447.7746866113,-69.09,-76.49,-61.12,1.25,1.06,1.04,33.65,After,True,3.23,4.69
274,K2-138 b,2021-08-27,2459454.6870374256,2459454.7716887696,2459454.709189821,2459454.8341877568,-74.36,-60.34,-40.78,1.04,1.06,1.27,57.47,After,True,5.12,3.1
275,K2-138 b,2021-09-03,2459461.746618159,2459461.661965842,2459461.599466228,2459461.7244654945,-52.51,-68.91,-69.76,1.32,1.08,1.03,140.86,Before,True,2.94,5.28
276,K2-138 b,2021-09-10,2459468.8062822963,2459468.7216289183,2459468.6591285206,2459468.784129355,-66.43,-67.59,-52.79,1.05,1.05,1.21,121.8,Before,True,4.83,3.39
277,K2-138 b,2021-09-15,2459473.5127715934,2459473.597425517,2459473.534924666,2459473.659926405,-31.02,-50.19,-65.08,1.59,1.17,1.04,52.95,After,True,2.18,6.04
278,K2-138 b,2021-09-17,2459475.8660301045,2459475.7813756876,2459475.7188745136,2459475.8438768936,-65.25,-51.43,-32.58,1.07,1.3,1.99,23.15,Before,True,6.73,1.49
