pl_name,pl_bmassj,pl_eqt,pl_imppar,pl_orbeccen,pl_orbincl,pl_orblper,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_projobliq,pl_radj,pl_trandep,pl_trandur,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,ra,dec,sy_hmag,sy_jmag,sy_kmag,sy_vmag,st_logg,st_mass,st_met,st_rad,st_radv,st_teff,st_vsin
"Kepler-1580 b",0.01600,7.33000000000e+02,0.3679,0.000000,88.470,,56.64492790,0.00085250,-0.00085250,0.323000,,0.188,0.009560,15.0790000,2454971.782900,0.011600,-0.011600,285.9687099,41.3635264,11.2980000,11.5840000,11.2540000,12.6350000,3.94,1.47,0.120,2.15,-9.01,6228.00,
"Kepler-65 b",0.00760,1.74000000000e+03,0.1600,0.028000,92.200,,2.15491000,0.00000500,-0.00000500,0.035000,,0.127,0.008500,3.0770000,2454966.499000,0.001300,-0.001300,288.6887221,41.1511076,9.8520000,10.0660000,9.8060000,10.9220000,4.23,1.25,0.170,1.41,-16.72,6211.00,10.4000
"Kepler-1595 b",0.00642,9.80000000000e+02,0.3223,0.000000,88.560,,4.56380468,0.00003240,-0.00003240,0.051000,,0.110,0.022220,2.3200000,2454965.262700,0.005010,-0.005010,285.7227502,43.0094855,13.6090000,14.0400000,13.5270000,15.5080000,4.56,0.84,-0.020,0.80,,5203.00,
"Kepler-211 b",0.00669,9.54000000000e+02,0.0200,0.000000,89.230,,4.13857500,0.00001000,-0.00001000,0.048000,,0.112,0.026770,2.2260000,2454965.016320,0.001380,-0.001380,285.4391183,43.1685051,11.4880000,11.9270000,11.4470000,13.4480000,4.55,0.90,0.151,0.82,,5123.00,
"Kepler-299 b",0.00724,1.25800000000e+03,0.3800,0.000000,89.720,,2.92712800,0.00003300,-0.00003300,0.040000,,0.118,0.017020,2.5460000,2454966.828580,0.006500,-0.006500,283.2070156,48.5805222,13.5100000,13.8750000,13.4360000,15.2320000,4.39,0.95,-0.010,1.03,,5617.00,
"Kepler-228 b",0.00930,1.36000000000e+03,0.4500,0.000000,82.170,,2.56654600,0.00002600,-0.00002600,0.038000,,0.136,0.022650,2.3270000,2455012.553600,0.005400,-0.005400,296.2860853,48.2246328,14.1130000,14.5280000,14.1320000,15.9020000,4.47,0.95,-0.030,1.01,,6043.00,
"CHXR 73 b",12.56900,,,,,,,,,210.000000,,1.100,,,,,,166.6193985,-77.6258725,11.3170000,12.6740000,10.7030000,,,0.35,,,,3099.00,
"EPIC 212424622 b",0.01680,,0.7400,,,,18.09830000,0.00600000,-0.00580000,,,0.194,0.029800,4.3200000,2457263.261600,0.009000,-0.006900,202.3313765,-14.3594358,11.8410000,12.1010000,11.7750000,13.4410000,4.30,1.11,,1.22,,5782.33,
"HD 108236 b",0.01020,1.09900000000e+03,0.4520,0.045000,87.590,126.0000,3.79596300,0.00002500,-0.00003400,0.045270,,0.144,0.028500,2.3840000,2458773.296400,0.001300,-0.001300,186.5740627,-51.3630519,7.7030000,8.0460000,7.6370000,9.2500000,4.49,0.87,-0.280,0.88,16.30,5660.00,4.7000
"WASP-44 b",0.87000,1.33700000000e+03,0.5410,0.068000,86.210,,2.42380400,0.00000800,-0.00000800,0.034530,,1.100,1.560000,2.2368000,2458338.102384,0.000364,-0.000374,3.9032733,-11.9382645,11.4080000,11.7020000,11.3410000,13.0960000,4.49,0.94,-0.003,0.91,-4.04,5420.00,3.2000
"HD 219134 b",0.01491,1.01500000000e+03,0.9245,0.000000,85.050,0.0000,3.09292600,0.00001000,-0.00001000,0.038760,,0.143,0.035800,0.9450000,2457126.699130,0.000870,-0.000870,348.3372026,57.1696255,3.4690000,3.9810000,3.2610000,5.5691100,4.57,0.81,0.110,0.78,-18.42,4699.00,0.4000
"Kepler-1467 b",0.03430,4.11000000000e+02,0.1277,0.000000,89.980,,47.05690430,0.00018350,-0.00018350,0.238800,,0.294,0.153120,5.2722000,2454994.059100,0.002790,-0.002790,295.0485389,45.3426781,13.7040000,14.1390000,13.5770000,15.8300000,4.55,0.86,-0.070,0.82,,5332.00,
"Kepler-198 b",0.02630,6.55000000000e+02,0.0300,0.000000,89.660,,17.79003700,0.00003500,-0.00003500,0.131000,,0.252,0.095170,4.4780000,2455015.436380,0.001050,-0.001050,290.6731326,38.6910045,12.0670000,12.4210000,12.0270000,13.6840000,4.47,0.97,0.114,0.94,,5574.00,
"Kepler-608 b",0.04050,1.06900000000e+03,0.6790,0.000000,86.110,,6.41251504,0.00000542,-0.00000542,0.068500,,0.325,0.115640,5.3087000,2455002.879590,0.000670,-0.000670,293.8829010,44.6380717,13.1820000,13.5260000,13.0770000,14.8400000,4.43,1.00,-0.020,1.01,,5820.00,
"Kepler-133 b",0.01180,1.04100000000e+03,0.3600,0.000000,86.240,,8.12997600,0.00003800,-0.00003800,0.083000,,0.157,0.014890,2.0710000,2454958.970470,0.002750,-0.002750,297.2778906,48.3203542,11.3990000,11.6800000,11.3200000,12.8960000,4.19,1.02,0.282,1.43,10.16,5736.00,
"HD 177565 b",0.04751,,,0.059300,,309.9700,44.50500000,0.58600000,-0.29300000,0.246000,,0.357,,,,,,286.7175787,-37.8122394,4.7420000,5.2560000,4.5390000,6.1500000,4.39,1.00,0.081,0.97,59.50,5627.00,0.0000
"Kepler-310 d",0.02202,3.53000000000e+02,0.7900,0.000000,88.820,,92.87612500,0.00078500,-0.00078500,0.392000,,0.220,0.065880,7.1260000,2454978.925670,0.004190,-0.004190,288.8392780,46.9867472,12.6900000,13.0560000,12.6260000,14.3760000,4.52,0.91,-0.070,0.88,,5797.00,
"Kepler-377 b",0.00790,8.75000000000e+02,0.0600,0.000000,88.360,,12.50952900,0.00025700,-0.00025700,0.109000,,0.124,0.015530,4.0220000,2454970.007580,0.013480,-0.013480,295.4220717,38.7356737,12.4740000,12.8010000,12.4690000,14.0810000,4.30,1.07,0.010,1.22,,5949.00,
"Kepler-308 c",0.01670,7.14000000000e+02,0.1900,0.000000,89.970,,15.38231000,0.00017100,-0.00017100,0.123000,,0.193,0.055050,3.9510000,2454972.082770,0.006230,-0.006230,295.7852423,40.4395753,14.1530000,14.6140000,14.1870000,16.0190000,4.51,0.92,-0.040,0.94,,5895.00,
"Kepler-322 c",0.01080,9.96000000000e+02,0.2300,0.000000,89.770,,4.33723400,0.00000900,-0.00000900,0.051000,,0.149,0.037560,2.4540000,2454965.849590,0.001230,-0.001230,281.3487514,44.2952525,11.8670000,12.2460000,11.8370000,13.6870000,4.50,0.92,0.050,0.89,-22.96,5388.00,6.3000
"Kepler-33 e",0.01753,7.52000000000e+02,0.4700,0.000000,88.940,,31.78440000,0.00039000,-0.00039000,0.213800,,0.359,0.046700,8.9000000,2454968.871500,0.004800,-0.004800,289.0775348,46.0051696,12.6200000,12.8710000,12.5910000,14.0990000,4.03,1.29,0.025,1.82,14.09,5904.00,3.4000
"TOI-530 b",0.40000,5.65000000000e+02,0.3300,0.000000,89.100,90.0000,6.38759700,0.00001900,-0.00001800,0.052000,,0.830,2.384687,2.5389801,2458470.199800,0.001600,-0.001700,103.4128333,12.8815784,11.4680000,12.1120000,11.2380000,15.4030000,4.70,0.53,0.376,0.54,-25.93,3659.00,
"TOI-481 b",1.53000,1.37000000000e+03,0.1500,0.153000,89.200,64.8000,10.33111000,0.00002000,-0.00002000,0.097000,,0.990,0.459472,5.6623910,2458511.641800,0.000200,-0.000200,110.5126861,-57.3849980,8.4820000,8.8030010,8.4430000,9.9720000,4.06,1.14,0.260,1.66,38.19,5735.00,4.5400
"Kepler-247 c",0.04940,6.86000000000e+02,0.1400,0.000000,89.890,,9.43945200,0.00000700,-0.00000700,0.084000,,0.365,0.303610,2.8960000,2455010.185360,0.000420,-0.000420,288.6425609,43.0393769,13.1780000,13.5970000,13.0510000,15.1990000,4.61,0.84,0.050,0.77,,5100.00,
"Kepler-326 b",0.14000,1.12700000000e+03,0.8800,0.000000,89.970,,2.24832900,0.00000400,-0.00000400,0.032000,,0.136,0.026320,2.0710000,2454966.424210,0.001150,-0.001150,294.3255898,46.0022646,11.7830000,12.2290000,11.6730000,13.7340000,4.56,0.85,0.239,0.80,,5105.00,
"Kepler-229 c",0.06760,6.00000000000e+02,0.0000,0.000000,89.920,,16.06863800,0.00001900,-0.00001900,0.117000,,0.439,0.491430,3.5460000,2455006.621650,0.000620,-0.000620,286.9994758,48.3757867,13.8680000,14.3630000,13.7850000,16.2200000,4.63,0.80,0.160,0.73,,5120.00,
"Kepler-237 b",0.00809,8.23000000000e+02,0.1900,0.000000,88.960,,4.71510600,0.00003000,-0.00003000,0.050000,,0.126,0.041750,2.3510000,2454967.959920,0.003960,-0.003960,283.2213438,40.4217620,13.2230000,13.7490000,13.1720000,15.6890000,4.58,0.70,0.030,0.72,,4861.00,
"Kepler-234 c",0.03810,1.02500000000e+03,0.1600,0.000000,89.950,,7.21205000,0.00002200,-0.00002200,0.077000,,0.313,0.095040,4.0390000,2455005.816640,0.001780,-0.001780,291.6535379,38.4946597,14.1040000,14.3870000,14.0650000,15.7470000,4.42,1.11,0.090,1.11,,6224.00,
"Kepler-25 c",0.04790,9.34000000000e+02,0.8800,0.006100,92.764,,12.72070000,0.00011000,-0.00010000,0.110100,9.40,0.465,0.117630,2.8620000,2455711.150130,0.000140,-0.000140,286.6383905,39.4879038,9.5320000,9.7640000,9.4930000,10.7690000,4.29,1.17,0.110,1.32,-7.59,6354.00,9.3400
"HD 47366 b",2.30000,,,0.060000,,6.0800,359.15000000,2.03000000,-2.34000000,1.280000,,1.190,,,,,,99.4200181,-12.9856593,3.9620000,4.5040000,4.0550000,6.1115100,3.10,2.19,-0.070,6.20,9.12,4914.00,4.3000
"HD 5891 b",7.63000,,,0.070000,,354.0000,177.11000000,0.32000000,-0.32000000,0.640000,,1.130,,,,,,15.1383168,20.2923139,5.7250000,6.2390000,5.6210000,8.0900000,2.67,1.93,-0.370,10.64,-96.16,4673.00,4.9500
"HD 50554 b",4.95400,,,0.501000,,3.5000,1293.00000000,37.00000000,-37.00000000,2.353000,,1.150,,,2453200.500000,6.100000,-6.500000,103.6782730,24.2451409,5.5160000,5.7760000,5.4670000,6.8561000,4.33,1.04,-0.040,1.02,-3.96,5987.00,3.8800
"HD 217786 b",13.00000,,,0.400000,,100.0000,1319.00000000,4.00000000,-4.00000000,2.380000,,1.100,,,,,,345.7838088,-0.4303594,6.4160000,6.6850000,6.3520000,7.7800000,4.35,1.02,-0.135,1.27,9.98,5966.00,1.4000
"HD 109749 b",0.27000,,,0.000000,,109.8000,5.23989100,0.00009900,-0.00009900,0.061500,,0.993,,,,,,189.3173489,-40.8121458,6.7970000,7.0570000,6.6780000,8.0800000,4.31,1.13,0.240,1.22,-13.20,5824.00,2.0000
"K2-115 b",0.84000,6.19000000000e+02,0.6000,0.137000,88.820,104.0000,20.27261500,0.00035600,-0.00034300,0.143000,,1.076,1.725700,3.8592000,2457157.158040,0.000490,-0.000500,126.5535002,12.2818510,11.7600000,12.1080000,11.7240000,13.4440000,4.53,0.95,-0.100,0.88,,5657.00,
"HD 88133 b",1.02000,,,0.031000,15.000,43.0000,3.41488400,0.00003000,-0.00003000,0.047900,,1.230,,,,,,152.5319349,18.1857284,6.2960000,6.5990000,6.1990000,8.0185200,3.88,1.26,0.340,2.20,-3.45,5392.00,2.2000
"K2-90 b",0.02290,5.02000000000e+02,0.4400,0.070000,89.240,16.4000,13.73331400,0.00008300,-0.00009900,0.096000,,0.232,0.158200,2.9520000,2457078.661120,0.001700,-0.001720,59.1527391,22.4724517,10.4950000,11.1680000,10.3600000,13.7070000,4.65,0.63,-0.225,0.62,19.16,4484.00,
"K2-233 b",0.03543,1.12100000000e+03,0.1300,0.079000,89.300,248.0000,2.46750000,0.00004000,-0.00004000,0.033080,,0.120,,1.9880000,2457991.691120,0.000830,-0.000840,230.4799011,-20.2317975,8.5010000,8.9680000,8.3750000,10.8830000,4.64,0.79,-0.090,0.71,-9.65,5033.00,4.5000
"Kepler-1059 b",0.01150,9.08000000000e+02,0.2870,0.000000,88.830,,3.76419105,0.00000954,-0.00000954,0.044000,,0.154,0.059870,2.0596000,2454965.350980,0.002170,-0.002170,289.2202147,41.7064385,13.4270000,13.9930000,13.3510000,15.7850000,4.61,0.75,-0.150,0.72,,4906.00,
"WASP-174 b",0.33000,1.52800000000e+03,0.9530,0.000000,83.780,,4.23370050,0.00000180,-0.00000180,0.055030,31.00,1.437,0.860000,2.0940000,2458545.526600,0.000140,-0.000140,195.7940145,-41.3848617,10.5990000,10.8450000,10.5790000,11.8030000,4.27,1.24,0.060,1.35,5.92,6399.00,16.2400
"WASP-29 b",0.23000,9.70000000000e+02,0.1400,0.030000,88.800,,3.92273000,0.00000400,-0.00000400,0.045700,,0.770,1.000000,2.6486400,2456347.986830,0.000140,-0.000140,357.8791976,-39.9071215,8.8750000,9.3530000,8.7830000,11.3310000,4.50,0.77,0.110,0.79,24.53,4800.00,1.5000
"OGLE-2018-BLG-1269L b",0.67000,,,,,,,,,4.510000,,1.250,,,,,,269.6934170,-27.6179444,,,,,,1.11,,,,,
"TOI-125 b",0.02989,1.03700000000e+03,0.2700,0.194000,88.920,-37.0000,4.65382000,0.00033000,-0.00031000,0.051860,,0.243,0.087000,2.9616000,2458355.355290,0.001000,-0.001000,23.5934253,-66.6763495,9.1120010,9.4660000,8.9950000,11.0230000,4.52,0.86,-0.020,0.85,11.06,5320.00,1.0000
"WASP-119 b",1.23000,1.60000000000e+03,0.5000,0.058000,85.000,,2.49979000,0.00001000,-0.00001000,0.036300,,1.400,1.217000,3.0240000,2456537.547000,0.002000,-0.002000,55.9336392,-65.1937800,10.6120000,10.9240000,10.5450000,12.3140000,4.26,1.02,0.140,1.20,8.40,5650.00,0.7000
"Kepler-26 b",0.01611,4.31000000000e+02,0.4750,0.000000,89.930,,12.28000000,0.00030000,-0.00030000,0.085510,,0.248,0.279470,2.7096000,2456471.249700,0.000600,-0.000600,284.9410627,46.5664505,12.7460000,13.4080000,12.6300000,15.8530000,4.68,0.54,-0.130,0.51,,3914.00,1.9000
"Kepler-270 c",0.01190,7.56000000000e+02,0.1000,0.000000,88.000,,25.26288700,0.00059900,-0.00059900,0.180000,,0.158,0.012550,3.6980000,2454967.211760,0.017850,-0.017850,282.2001207,44.4222795,12.6140000,12.9380000,12.6270000,13.9000000,4.20,1.17,0.070,1.46,,6067.00,
"Kepler-244 b",0.02530,1.03800000000e+03,0.5200,0.000000,89.080,,4.31179200,0.00000800,-0.00000800,0.050000,,0.246,0.115400,2.7350000,2455006.575680,0.001000,-0.001000,287.2426410,42.3014185,13.8520000,14.3060000,13.7300000,15.7470000,4.58,0.96,0.160,0.80,,5554.00,
"Kepler-307 b",0.02341,7.97000000000e+02,0.7038,0.000000,88.230,,10.42080000,0.00090000,-0.00080000,0.091700,,0.217,0.087760,2.7791000,2456464.315700,0.000600,-0.000600,297.7950939,40.4176403,12.4520000,12.8330000,12.3210000,14.1490000,4.46,0.91,0.190,0.81,,5367.00,
"Kepler-259 b",0.02590,8.79000000000e+02,0.7500,0.000000,84.300,,8.11531700,0.00002200,-0.00002200,0.079000,,0.250,0.083490,2.9540000,2455007.519550,0.001590,-0.001590,288.2119707,46.6150461,13.6730000,14.0090000,13.5550000,15.3780000,4.53,0.93,-0.030,0.90,,5938.00,
"Kepler-260 b",0.01480,7.82000000000e+02,0.4600,0.000000,88.890,,8.18739900,0.00002200,-0.00002200,0.075000,,0.179,0.057070,3.0270000,2455093.867710,0.001360,-0.001360,291.9259658,38.0140525,12.5400000,12.9000000,12.4940000,14.2530000,4.49,0.92,0.030,0.86,,5250.00,
"HD 159868 c",0.76800,,,0.184000,,272.0000,351.00000000,1.10000000,-1.10000000,1.032000,,1.250,,,,,,264.7466665,-43.1462347,5.5670000,5.9410000,5.5350000,7.2400000,3.92,1.19,-0.080,2.13,-23.45,5534.00,0.9600
"HD 197037 b",0.79000,,,0.220000,,298.0000,1035.70000000,13.00000000,-13.00000000,2.070000,,1.240,,,,,,309.8869681,42.2475930,5.5680000,5.7720000,5.4880000,6.8229400,4.40,1.11,-0.200,1.10,9.09,6150.00,4.0000
"HD 211970 b",0.04090,,,0.150000,,97.8300,25.20100000,0.02500000,-0.02500000,0.143000,,0.327,,,,,,335.5661579,-54.5596006,5.8420000,6.4620000,5.6630000,10.2400000,4.69,0.61,,0.57,-5.60,4127.00,
"HD 285507 b",0.98000,,,0.090000,,182.0000,6.08810000,0.00180000,-0.00180000,0.060000,,1.230,,,,,,61.7556630,15.3349441,7.8110000,8.3650000,7.6650000,10.4900000,4.67,0.82,0.130,0.69,38.15,4503.00,3.2000
"KMT-2016-BLG-1397L b",7.00000,,,,,,,,,5.100000,,1.130,,,,,,272.6646120,-24.8577385,,,,,,0.45,,,,,
"Kepler-114 b",0.02100,5.86000000000e+02,0.6900,0.000000,89.390,,5.18854900,0.00001200,-0.00001200,0.053000,,0.112,0.035360,2.4350000,2454978.363200,0.001400,-0.001400,294.1214820,48.3497977,11.4690000,12.0350000,11.3660000,13.9610000,4.65,0.77,0.229,0.67,,4605.00,
"Kepler-1574 b",0.00696,1.00300000000e+03,0.3430,0.000000,87.950,,6.94243340,0.00006006,-0.00006006,0.074300,,0.115,0.016080,3.3900000,2454968.959840,0.007960,-0.007960,292.1586689,49.6377914,13.6720000,13.9720000,13.6790000,15.1880000,4.40,1.06,0.080,1.08,,5892.00,
"Kepler-475 b",0.02130,9.80000000000e+02,0.8000,0.000000,84.850,,3.10550819,0.00000104,-0.00000104,0.039900,,0.222,0.091090,1.7210000,2454966.210436,0.000275,-0.000275,287.0516940,40.2114232,11.3310000,11.8210000,11.2410000,13.5120000,4.58,0.86,0.210,0.79,-13.21,5009.00,
"Kepler-474 b",0.03020,1.11500000000e+03,0.6630,0.000000,86.770,,5.66067294,0.00000373,-0.00000373,0.060600,,0.273,0.073780,4.6722000,2454970.415501,0.000537,-0.000537,292.3215174,43.8811723,11.9690000,12.3060000,11.9100000,13.6290000,4.36,0.99,-0.010,1.08,,5785.00,
"Kepler-1319 b",0.00742,5.57000000000e+02,0.6500,0.330000,84.910,,2.88676265,0.00000337,-0.00000337,0.029600,,0.120,0.063180,0.8850000,2454964.665810,0.001140,-0.001140,290.9564463,49.3667933,10.9270000,11.5700000,10.7260000,15.1610000,4.73,0.56,0.440,0.54,,3655.00,
"Kepler-1299 b",0.02880,5.88000000000e+02,0.8438,0.000000,87.530,,19.94008740,0.00014570,-0.00014570,0.135700,,0.266,0.075890,4.2630000,2454975.349940,0.006030,-0.006030,286.1501263,37.4113438,14.2840000,14.6440000,14.1910000,15.9620000,4.50,0.94,-0.010,0.91,,5609.00,
"OGLE-2013-BLG-1721L b",0.64000,,,,,,,,,2.600000,,1.260,,,,,,268.1265560,-30.2926941,,,,,,0.46,,,,,
"TOI-169 b",0.79100,1.71500000000e+03,0.9221,0.000000,80.980,,2.25544770,0.00000630,-0.00000630,0.035240,,1.086,0.750000,1.7064000,2458327.441740,0.000650,-0.000660,16.7786879,-75.1989452,10.8960000,11.1810000,10.8150000,12.3550000,4.28,1.15,0.240,1.29,43.40,5880.00,2.5000
"gam 1 Leo b",8.78000,,,0.144000,,206.7000,428.50000000,1.25000000,-1.25000000,1.190000,,1.120,,,,,,154.9932080,19.8413890,-0.8470000,-0.1790000,-0.8060000,1.9950900,1.66,1.23,-0.469,31.88,,4330.00,2.7000
"GJ 1061 d",0.00516,,,0.530000,,157.0000,13.03100000,0.02500000,-0.03200000,0.054000,,0.103,,,,,,54.0032486,-44.5143104,7.0150000,7.5230000,6.6100000,12.7000000,5.16,0.12,-0.080,0.16,1.06,2953.00,2.5000
"GJ 832 b",0.68000,,,0.080000,,246.0000,3657.00000000,104.00000000,-104.00000000,3.560000,,1.250,,,,,,323.3912616,-49.0125169,4.7660000,5.3490000,4.5010000,8.6600000,4.70,0.45,-0.300,0.44,12.52,3472.00,
"Kepler-391 c",0.03860,1.01500000000e+03,0.1100,0.000000,84.530,,20.48543500,0.00039300,-0.00039300,0.161000,,0.316,0.008950,10.3810000,2454979.923910,0.010780,-0.010780,290.6218844,51.0573453,11.0720000,11.5640000,10.9700000,13.1770000,3.46,1.03,-0.070,3.57,21.55,4940.00,
"Kepler-749 b",0.03080,4.54000000000e+02,0.4912,0.000000,88.800,,17.31716585,0.00004602,-0.00004602,0.105400,,0.277,0.147300,3.1599000,2454975.357790,0.002000,-0.002000,299.8973341,43.9040667,13.6290000,14.1690000,13.5150000,16.1530000,4.59,0.79,-0.110,0.75,,5009.00,
"Kepler-709 b",0.02790,6.13000000000e+02,0.1067,0.000000,87.210,,16.08524954,0.00002644,-0.00002644,0.117300,,0.261,0.155860,3.5655000,2455013.280780,0.001280,-0.001280,292.1052720,42.3803077,13.2840000,13.7530000,13.1450000,15.2610000,4.58,0.80,-0.080,0.77,,5071.00,
"Kepler-669 b",0.06550,1.24300000000e+03,0.6700,0.000000,85.950,,4.12554687,0.00000310,-0.00000310,0.052900,,0.431,0.148730,3.1389000,2455002.751997,0.000618,-0.000618,291.9361615,49.2539473,14.0830000,14.3800000,14.1980000,15.7420000,4.34,1.15,0.140,1.20,,6038.00,
"Kepler-549 c",0.02800,3.49000000000e+02,0.6130,0.000000,89.920,,117.04049800,0.00177700,-0.00177700,0.445300,,0.261,0.077040,8.5450000,2455078.616160,0.009080,-0.009080,283.0228527,47.2611431,12.9030000,13.3030000,12.8260000,14.8050000,4.54,0.88,-0.030,0.84,4.33,5360.00,5.0000
"Kepler-56 b",0.07000,1.37800000000e+03,0.7410,0.040000,89.660,-11.0000,10.50160000,0.00110000,-0.00100000,0.102800,,0.581,0.018340,14.5220000,2454978.255600,0.005600,-0.005700,293.7583002,41.8718070,10.3300000,10.8130000,10.2270000,12.5980000,3.31,1.32,0.200,4.23,-54.30,4840.00,
"K2-138 g",0.01359,4.45000000000e+02,0.5580,0.059000,89.400,164.0000,41.96797000,0.00843000,-0.00725000,0.231090,,0.269,,4.7500000,2457773.861560,0.018630,-0.032190,348.9490311,-10.8497391,10.3840000,10.7560000,10.3050000,12.2460000,4.54,0.94,0.140,0.86,0.64,5356.30,2.7000
"K2-195 b",0.03130,7.20000000000e+02,0.3400,,89.041,,15.85297500,0.00120100,-0.00116800,0.120800,,0.279,0.111800,4.8408000,2457225.045630,0.002820,-0.002850,199.8315191,-8.5095364,10.9040000,11.2480000,10.8760000,12.5240000,4.42,0.94,-0.100,0.99,-14.45,5713.00,
"Kepler-140 c",0.01230,4.28000000000e+02,0.1300,0.000000,89.990,,91.35328200,0.00137000,-0.00137000,0.414000,,0.161,0.020930,7.9190000,2455022.605620,0.008740,-0.008740,287.3694056,46.7681473,11.7590000,11.9890000,11.7090000,13.0180000,4.27,1.15,-0.039,1.29,-33.41,6077.00,
"Kepler-1423 b",0.00377,7.41000000000e+02,0.0466,0.000000,89.120,,23.95537800,0.00017290,-0.00017290,0.158600,,0.095,0.022870,3.1850000,2454979.663570,0.005490,-0.005490,288.2437481,41.1100655,12.4690000,13.0030000,12.4050000,14.7210000,4.59,0.79,-0.020,0.75,,4939.00,
"Kepler-1188 b",0.01570,7.75000000000e+02,0.6920,0.000000,89.920,,17.13695430,0.00012140,-0.00012140,0.135000,,0.186,0.036210,6.3660000,2454974.013710,0.006330,-0.006330,283.1038438,43.1480487,13.6130000,13.9210000,13.5190000,14.9410000,4.40,1.04,0.000,1.06,,5913.00,
"Kepler-1324 b",0.00909,8.95000000000e+02,0.0864,0.000000,86.520,,4.11584468,0.00000855,-0.00000855,0.046600,,0.135,0.045970,1.3850000,2454967.119460,0.001770,-0.001770,291.1849503,40.3112023,12.9440000,13.4720000,12.8340000,15.5540000,4.61,0.78,0.050,0.73,,4776.00,
"Kepler-1362 b",0.02290,2.48000000000e+02,0.4104,0.000000,89.830,,136.20562600,0.00127800,-0.00127800,0.462600,,0.232,0.120930,5.4910000,2455067.723650,0.007170,-0.007170,288.5385574,40.8771276,13.6860000,14.2080000,13.6280000,16.0500000,4.60,0.80,0.060,0.74,,4857.00,
"Kepler-1369 b",0.02420,6.67000000000e+02,0.1960,0.000000,89.710,,25.87314800,0.00014530,-0.00014530,0.174100,,0.240,0.069440,5.4510000,2454976.279380,0.005620,-0.005620,285.7972604,40.9361923,13.8350000,14.1990000,13.7880000,15.6210000,4.45,0.99,0.000,0.99,,5761.00,
"Kepler-1378 b",0.01720,5.25000000000e+02,0.7440,0.000000,88.260,,11.95398936,0.00007990,-0.00007990,0.088500,,0.196,0.085590,2.6440000,2454973.264420,0.006080,-0.006080,297.3734030,40.3663986,13.2970000,14.0850000,13.3280000,16.5497000,4.63,0.70,0.030,0.67,,4407.00,
"Kepler-1468 c",0.00505,1.44800000000e+03,0.3174,0.000000,88.750,,3.54553021,0.00002273,-0.00002273,0.046600,,0.103,0.011920,4.1700000,2454965.376960,0.004530,-0.004530,293.5198289,41.2773671,13.4970000,13.8450000,13.4580000,15.1110000,4.42,1.04,0.030,1.05,,5893.00,
"Kepler-1486 b",0.01890,5.38000000000e+02,0.0180,0.000000,89.980,,54.64957590,0.00098250,-0.00098250,0.284600,,0.207,0.043250,8.4050000,2455009.029900,0.015400,-0.015400,290.5903907,45.4396955,13.8620000,14.1980000,13.8960000,15.3170000,4.38,1.08,0.060,1.12,,5965.00,
"HATS-29 b",0.65300,1.21200000000e+03,0.5020,0.158000,87.370,,4.60587490,0.00000630,-0.00000630,0.054750,,1.251,,3.2112000,2457031.956180,0.000380,-0.000380,285.0965172,-54.8933408,10.9330000,11.2860000,10.8770000,12.6200000,4.39,1.03,0.160,1.07,-19.72,5670.00,2.3500
"HD 192310 c",0.07600,1.85000000000e+02,,0.320000,90.000,110.0000,525.80000000,9.20000000,-9.20000000,1.180000,,0.469,,,,,,303.8284712,-27.0337556,3.5820000,4.1120000,3.5010000,5.7300000,4.51,0.80,-0.040,0.81,-54.22,5166.00,3.0000
"HD 219134 c",0.01372,7.82000000000e+02,0.8130,0.062000,87.280,70.0000,6.76458000,0.00033000,-0.00033000,0.065300,,0.135,0.031800,1.6600000,2457474.045910,0.000880,-0.000880,348.3372026,57.1696255,3.4690000,3.9810000,3.2610000,5.5691100,4.57,0.81,0.110,0.78,-18.42,4699.00,0.4000
"HD 23472 c",0.05405,6.13000000000e+02,,0.000000,,0.0000,29.62500000,0.22400000,-0.17100000,0.170000,,0.192,0.062700,2.9440000,2459234.224619,0.005671,-0.005671,55.4590314,-62.7672667,7.3470000,7.8650000,7.2070000,9.7300000,4.38,0.75,-0.190,0.73,34.22,4813.00,
"HD 221420 b",22.90000,,,0.140000,164.000,211.0000,10090.00000000,890.00000000,-560.00000000,10.150000,,1.070,,,,,,353.3319001,-77.3853286,4.5270000,4.9970000,4.3060000,5.8200000,4.03,1.35,0.330,1.95,26.59,5847.00,2.8000
"HD 72490 b",1.76800,,,0.124000,,145.0000,858.00000000,12.00000000,-12.00000000,1.880000,,1.200,,,,,,128.4028287,13.5507189,5.7120000,6.1620000,5.6140000,7.8200000,3.21,1.21,-0.130,4.96,31.82,4934.00,
